time,am_pm,month_day,months,year,usage_kWh,date,day_of_week
12,PM,26th,Jun,2014,0.72,2014-06-26,Thursday
01,AM,27th,Jun,2014,0.382,2014-06-27,Friday
02,AM,27th,Jun,2014,0.389,2014-06-27,Friday
03,AM,27th,Jun,2014,0.356,2014-06-27,Friday
04,AM,27th,Jun,2014,0.353,2014-06-27,Friday
05,AM,27,Jun,2014,1.822,2014-06-27,Friday
06,AM,27th,Jun,2014,2.138,2014-06-27,Friday
07,AM,27,Jun,2014,1.62,2014-06-27,Friday
08,AM,27,Jun,2014,0.785,2014-06-27,Friday
09,AM,27th,Jun,2014,0.491,2014-06-27,Friday
10,AM,27,Jun,2014,0.778,2014-06-27,Friday
11,AM,27th,Jun,2014,0.936,2014-06-27,Friday
12,AM,27,Jun,2014,0.643,2014-06-27,Friday
01,PM,27,Jun,2014,0.828,2014-06-27,Friday
02,PM,27,Jun,2014,0.691,2014-06-27,Friday
03,PM,27,Jun,2014,0.727,2014-06-27,Friday
04,PM,27th,Jun,2014,0.634,2014-06-27,Friday
05,PM,27th,Jun,2014,1.872,2014-06-27,Friday
06,PM,27th,Jun,2014,2.47,2014-06-27,Friday
07,PM,27,Jun,2014,3.564,2014-06-27,Friday
08,PM,27th,Jun,2014,2.851,2014-06-27,Friday
09,PM,27,Jun,2014,0.72,2014-06-27,Friday
10,PM,27th,Jun,2014,1.474,2014-06-27,Friday
11,PM,27,Jun,2014,1.908,2014-06-27,Friday
12,PM,27th,Jun,2014,0.981,2014-06-27,Friday
01,AM,28,Jun,2014,0.551,2014-06-28,Saturday
02,AM,28th,Jun,2014,0.589,2014-06-28,Saturday
03,AM,28th,Jun,2014,0.508,2014-06-28,Saturday
04,AM,28,Jun,2014,0.486,2014-06-28,Saturday
05,AM,28th,Jun,2014,0.508,2014-06-28,Saturday
06,AM,28th,Jun,2014,1.411,2014-06-28,Saturday
07,AM,28,Jun,2014,2.354,2014-06-28,Saturday
08,AM,28,Jun,2014,2.457,2014-06-28,Saturday
09,AM,28,Jun,2014,1.685,2014-06-28,Saturday
10,AM,28,Jun,2014,0.972,2014-06-28,Saturday
11,AM,28th,Jun,2014,1.156,2014-06-28,Saturday
12,AM,28th,Jun,2014,1.195,2014-06-28,Saturday
01,PM,28,Jun,2014,0.875,2014-06-28,Saturday
02,PM,28,Jun,2014,1.469,2014-06-28,Saturday
03,PM,28th,Jun,2014,1.555,2014-06-28,Saturday
04,PM,28,Jun,2014,1.636,2014-06-28,Saturday
05,PM,28,Jun,2014,1.912,2014-06-28,Saturday
06,PM,28,Jun,2014,3.596,2014-06-28,Saturday
07,PM,28th,Jun,2014,3.758,2014-06-28,Saturday
08,PM,28,Jun,2014,3.305,2014-06-28,Saturday
09,PM,28th,Jun,2014,0.605,2014-06-28,Saturday
10,PM,28th,Jun,2014,0.857,2014-06-28,Saturday
11,PM,28th,Jun,2014,1.638,2014-06-28,Saturday
12,PM,28,Jun,2014,1.048,2014-06-28,Saturday
01,AM,29th,Jun,2014,0.572,2014-06-29,Sunday
02,AM,29th,Jun,2014,0.529,2014-06-29,Sunday
03,AM,29,Jun,2014,0.562,2014-06-29,Sunday
04,AM,29th,Jun,2014,0.432,2014-06-29,Sunday
05,AM,29,Jun,2014,0.599,2014-06-29,Sunday
06,AM,29,Jun,2014,1.411,2014-06-29,Sunday
07,AM,29th,Jun,2014,1.75,2014-06-29,Sunday
08,AM,29,Jun,2014,2.621,2014-06-29,Sunday
09,AM,29th,Jun,2014,1.328,2014-06-29,Sunday
10,AM,29,Jun,2014,0.918,2014-06-29,Sunday
11,AM,29th,Jun,2014,1.026,2014-06-29,Sunday
12,AM,29,Jun,2014,1.642,2014-06-29,Sunday
01,PM,29th,Jun,2014,1.296,2014-06-29,Sunday
02,PM,29th,Jun,2014,1.31,2014-06-29,Sunday
03,PM,29,Jun,2014,1.782,2014-06-29,Sunday
04,PM,29,Jun,2014,1.507,2014-06-29,Sunday
05,PM,29,Jun,2014,1.296,2014-06-29,Sunday
06,PM,29,Jun,2014,3.143,2014-06-29,Sunday
07,PM,29,Jun,2014,3.532,2014-06-29,Sunday
08,PM,29,Jun,2014,3.434,2014-06-29,Sunday
09,PM,29th,Jun,2014,1.242,2014-06-29,Sunday
10,PM,29,Jun,2014,0.837,2014-06-29,Sunday
11,PM,29,Jun,2014,0.738,2014-06-29,Sunday
12,PM,29,Jun,2014,1.123,2014-06-29,Sunday
01,AM,30,Jun,2014,0.36,2014-06-30,Monday
02,AM,30,Jun,2014,0.425,2014-06-30,Monday
03,AM,30th,Jun,2014,0.374,2014-06-30,Monday
04,AM,30th,Jun,2014,0.338,2014-06-30,Monday
05,AM,30,Jun,2014,2.00,2014-06-30,Monday
06,AM,30,Jun,2014,2.03,2014-06-30,Monday
07,AM,30th,Jun,2014,1.345,2014-06-30,Monday
08,AM,30,Jun,2014,0.742,2014-06-30,Monday
09,AM,30th,Jun,2014,0.551,2014-06-30,Monday
10,AM,30th,Jun,2014,0.72,2014-06-30,Monday
11,AM,30th,Jun,2014,0.855,2014-06-30,Monday
12,AM,30,Jun,2014,0.497,2014-06-30,Monday
01,PM,30th,Jun,2014,0.864,2014-06-30,Monday
02,PM,30,Jun,2014,0.734,2014-06-30,Monday
03,PM,30,Jun,2014,0.727,2014-06-30,Monday
04,PM,30th,Jun,2014,0.634,2014-06-30,Monday
05,PM,30,Jun,2014,2.246,2014-06-30,Monday
06,PM,30th,Jun,2014,2.318,2014-06-30,Monday
07,PM,30,Jun,2014,3.272,2014-06-30,Monday
08,PM,30,Jun,2014,2.765,2014-06-30,Monday
09,PM,30,Jun,2014,1.004,2014-06-30,Monday
10,PM,30,Jun,2014,1.035,2014-06-30,Monday
11,PM,30,Jun,2014,0.972,2014-06-30,Monday
12,PM,30th,Jun,2014,0.828,2014-06-30,Monday
01,AM,01,Jul,2014,0.475,2014-07-01,Tuesday
02,AM,01st,Jul,2014,0.403,2014-07-01,Tuesday
03,AM,1st,Jul,2014,0.398,2014-07-01,Tuesday
04,AM,01,Jul,2014,0.442,2014-07-01,Tuesday
05,AM,01,Jul,2014,2.508,2014-07-01,Tuesday
06,AM,01st,Jul,2014,3.312,2014-07-01,Tuesday
07,AM,01st,Jul,2014,1.814,2014-07-01,Tuesday
08,AM,1st,Jul,2014,1.056,2014-07-01,Tuesday
09,AM,01,Jul,2014,0.626,2014-07-01,Tuesday
10,AM,1st,Jul,2014,0.778,2014-07-01,Tuesday
11,AM,01st,Jul,2014,1.02,2014-07-01,Tuesday
12,AM,01,Jul,2014,0.857,2014-07-01,Tuesday
01,PM,01,Jul,2014,0.768,2014-07-01,Tuesday
02,PM,01,Jul,2014,0.816,2014-07-01,Tuesday
03,PM,1st,Jul,2014,0.797,2014-07-01,Tuesday
04,PM,01st,Jul,2014,1.123,2014-07-01,Tuesday
05,PM,01,Jul,2014,3.557,2014-07-01,Tuesday
06,PM,01,Jul,2014,3.091,2014-07-01,Tuesday
07,PM,1st,Jul,2014,4.32,2014-07-01,Tuesday
08,PM,1st,Jul,2014,3.725,2014-07-01,Tuesday
09,PM,01,Jul,2014,1.454,2014-07-01,Tuesday
10,PM,1st,Jul,2014,1.236,2014-07-01,Tuesday
11,PM,1st,Jul,2014,1.104,2014-07-01,Tuesday
12,PM,01st,Jul,2014,1.128,2014-07-01,Tuesday
01,AM,02,Jul,2014,0.538,2014-07-02,Wednesday
02,AM,02,Jul,2014,0.49,2014-07-02,Wednesday
03,AM,02,Jul,2014,0.418,2014-07-02,Wednesday
04,AM,02,Jul,2014,0.413,2014-07-02,Wednesday
05,AM,02,Jul,2014,2.825,2014-07-02,Wednesday
06,AM,02,Jul,2014,3.053,2014-07-02,Wednesday
07,AM,2nd,Jul,2014,2.03,2014-07-02,Wednesday
08,AM,02,Jul,2014,0.97,2014-07-02,Wednesday
09,AM,2nd,Jul,2014,0.634,2014-07-02,Wednesday
10,AM,2nd,Jul,2014,0.816,2014-07-02,Wednesday
11,AM,2nd,Jul,2014,0.984,2014-07-02,Wednesday
12,AM,02,Jul,2014,0.583,2014-07-02,Wednesday
01,PM,2nd,Jul,2014,0.826,2014-07-02,Wednesday
02,PM,02,Jul,2014,0.874,2014-07-02,Wednesday
03,PM,02,Jul,2014,0.854,2014-07-02,Wednesday
04,PM,02,Jul,2014,1.104,2014-07-02,Wednesday
05,PM,02,Jul,2014,2.87,2014-07-02,Wednesday
06,PM,2nd,Jul,2014,3.797,2014-07-02,Wednesday
07,PM,02,Jul,2014,3.888,2014-07-02,Wednesday
08,PM,2nd,Jul,2014,4.416,2014-07-02,Wednesday
09,PM,02,Jul,2014,1.469,2014-07-02,Wednesday
10,PM,02,Jul,2014,1.116,2014-07-02,Wednesday
11,PM,2nd,Jul,2014,1.428,2014-07-02,Wednesday
12,PM,02,Jul,2014,1.32,2014-07-02,Wednesday
01,AM,03,Jul,2014,0.494,2014-07-03,Thursday
02,AM,3rd,Jul,2014,0.552,2014-07-03,Thursday
03,AM,03,Jul,2014,0.422,2014-07-03,Thursday
04,AM,03,Jul,2014,0.552,2014-07-03,Thursday
05,AM,3rd,Jul,2014,2.64,2014-07-03,Thursday
06,AM,3rd,Jul,2014,3.283,2014-07-03,Thursday
07,AM,03,Jul,2014,1.728,2014-07-03,Thursday
08,AM,03,Jul,2014,0.96,2014-07-03,Thursday
09,AM,03,Jul,2014,0.619,2014-07-03,Thursday
10,AM,03,Jul,2014,0.95,2014-07-03,Thursday
11,AM,03rd,Jul,2014,1.308,2014-07-03,Thursday
12,AM,3rd,Jul,2014,0.655,2014-07-03,Thursday
01,PM,03rd,Jul,2014,1.152,2014-07-03,Thursday
02,PM,03rd,Jul,2014,1.085,2014-07-03,Thursday
03,PM,3rd,Jul,2014,1.066,2014-07-03,Thursday
04,PM,03rd,Jul,2014,0.845,2014-07-03,Thursday
05,PM,3rd,Jul,2014,3.12,2014-07-03,Thursday
06,PM,03,Jul,2014,3.293,2014-07-03,Thursday
07,PM,03rd,Jul,2014,4.061,2014-07-03,Thursday
08,PM,03,Jul,2014,3.878,2014-07-03,Thursday
09,PM,03,Jul,2014,1.397,2014-07-03,Thursday
10,PM,03,Jul,2014,1.20,2014-07-03,Thursday
11,PM,03rd,Jul,2014,1.164,2014-07-03,Thursday
12,PM,3rd,Jul,2014,1.152,2014-07-03,Thursday
01,AM,04,Jul,2014,0.509,2014-07-04,Friday
02,AM,04th,Jul,2014,0.475,2014-07-04,Friday
03,AM,04,Jul,2014,0.451,2014-07-04,Friday
04,AM,04,Jul,2014,0.446,2014-07-04,Friday
05,AM,04th,Jul,2014,3.062,2014-07-04,Friday
06,AM,04,Jul,2014,2.333,2014-07-04,Friday
07,AM,04,Jul,2014,2.117,2014-07-04,Friday
08,AM,04,Jul,2014,0.787,2014-07-04,Friday
09,AM,04th,Jul,2014,0.662,2014-07-04,Friday
10,AM,4th,Jul,2014,1.027,2014-07-04,Friday
11,AM,04,Jul,2014,1.344,2014-07-04,Friday
12,AM,04,Jul,2014,0.655,2014-07-04,Friday
01,PM,04,Jul,2014,0.874,2014-07-04,Friday
02,PM,04,Jul,2014,0.816,2014-07-04,Friday
03,PM,04,Jul,2014,0.922,2014-07-04,Friday
04,PM,4th,Jul,2014,0.845,2014-07-04,Friday
05,PM,4th,Jul,2014,2.621,2014-07-04,Friday
06,PM,04,Jul,2014,3.864,2014-07-04,Friday
07,PM,4th,Jul,2014,4.234,2014-07-04,Friday
08,PM,04th,Jul,2014,4.608,2014-07-04,Friday
09,PM,04,Jul,2014,1.104,2014-07-04,Friday
10,PM,04,Jul,2014,1.781,2014-07-04,Friday
11,PM,04,Jul,2014,2.184,2014-07-04,Friday
12,PM,04,Jul,2014,1.14,2014-07-04,Friday
01,AM,05th,Jul,2014,0.857,2014-07-05,Saturday
02,AM,5th,Jul,2014,0.655,2014-07-05,Saturday
03,AM,5th,Jul,2014,0.612,2014-07-05,Saturday
04,AM,5th,Jul,2014,0.612,2014-07-05,Saturday
05,AM,5th,Jul,2014,0.799,2014-07-05,Saturday
06,AM,05,Jul,2014,1.574,2014-07-05,Saturday
07,AM,05,Jul,2014,3.37,2014-07-05,Saturday
08,AM,05,Jul,2014,3.401,2014-07-05,Saturday
09,AM,05,Jul,2014,1.901,2014-07-05,Saturday
10,AM,05,Jul,2014,1.613,2014-07-05,Saturday
11,AM,05,Jul,2014,1.714,2014-07-05,Saturday
12,AM,05,Jul,2014,2.054,2014-07-05,Saturday
01,PM,05th,Jul,2014,1.166,2014-07-05,Saturday
02,PM,05,Jul,2014,2.15,2014-07-05,Saturday
03,PM,05th,Jul,2014,2.549,2014-07-05,Saturday
04,PM,05th,Jul,2014,2.03,2014-07-05,Saturday
05,PM,05th,Jul,2014,1.922,2014-07-05,Saturday
06,PM,05th,Jul,2014,4.363,2014-07-05,Saturday
07,PM,05,Jul,2014,4.406,2014-07-05,Saturday
08,PM,5th,Jul,2014,4.32,2014-07-05,Saturday
09,PM,5th,Jul,2014,0.893,2014-07-05,Saturday
10,PM,5th,Jul,2014,1.075,2014-07-05,Saturday
11,PM,05,Jul,2014,2.064,2014-07-05,Saturday
12,PM,05,Jul,2014,1.181,2014-07-05,Saturday
01,AM,6th,Jul,2014,0.77,2014-07-06,Sunday
02,AM,6th,Jul,2014,0.749,2014-07-06,Sunday
03,AM,06,Jul,2014,0.864,2014-07-06,Sunday
04,AM,6th,Jul,2014,0.72,2014-07-06,Sunday
05,AM,06th,Jul,2014,0.763,2014-07-06,Sunday
06,AM,06,Jul,2014,2.266,2014-07-06,Sunday
07,AM,06th,Jul,2014,3.168,2014-07-06,Sunday
08,AM,06,Jul,2014,3.65,2014-07-06,Sunday
09,AM,06,Jul,2014,2.052,2014-07-06,Sunday
10,AM,6th,Jul,2014,1.382,2014-07-06,Sunday
11,AM,06,Jul,2014,1.541,2014-07-06,Sunday
12,AM,6th,Jul,2014,1.824,2014-07-06,Sunday
01,PM,06,Jul,2014,1.224,2014-07-06,Sunday
02,PM,06,Jul,2014,1.632,2014-07-06,Sunday
03,PM,6th,Jul,2014,1.814,2014-07-06,Sunday
04,PM,06,Jul,2014,1.987,2014-07-06,Sunday
05,PM,6th,Jul,2014,1.944,2014-07-06,Sunday
06,PM,6th,Jul,2014,3.845,2014-07-06,Sunday
07,PM,6th,Jul,2014,4.45,2014-07-06,Sunday
08,PM,6th,Jul,2014,3.802,2014-07-06,Sunday
09,PM,06,Jul,2014,1.397,2014-07-06,Sunday
10,PM,6th,Jul,2014,1.20,2014-07-06,Sunday
11,PM,06th,Jul,2014,1.248,2014-07-06,Sunday
12,PM,6th,Jul,2014,1.699,2014-07-06,Sunday
01,AM,7th,Jul,2014,0.514,2014-07-07,Monday
02,AM,07,Jul,2014,0.514,2014-07-07,Monday
03,AM,07,Jul,2014,0.394,2014-07-07,Monday
04,AM,7th,Jul,2014,0.557,2014-07-07,Monday
05,AM,07,Jul,2014,2.35,2014-07-07,Monday
06,AM,07th,Jul,2014,2.938,2014-07-07,Monday
07,AM,7th,Jul,2014,2.484,2014-07-07,Monday
08,AM,07,Jul,2014,1.056,2014-07-07,Monday
09,AM,07,Jul,2014,0.763,2014-07-07,Monday
10,AM,07,Jul,2014,1.056,2014-07-07,Monday
11,AM,07,Jul,2014,1.392,2014-07-07,Monday
12,AM,7th,Jul,2014,0.648,2014-07-07,Monday
01,PM,07,Jul,2014,0.874,2014-07-07,Monday
02,PM,07th,Jul,2014,0.912,2014-07-07,Monday
03,PM,7th,Jul,2014,0.768,2014-07-07,Monday
04,PM,07,Jul,2014,0.778,2014-07-07,Monday
05,PM,07th,Jul,2014,3.432,2014-07-07,Monday
06,PM,07th,Jul,2014,3.461,2014-07-07,Monday
07,PM,07th,Jul,2014,5.054,2014-07-07,Monday
08,PM,07,Jul,2014,3.187,2014-07-07,Monday
09,PM,07th,Jul,2014,1.426,2014-07-07,Monday
10,PM,07,Jul,2014,1.056,2014-07-07,Monday
11,PM,7th,Jul,2014,1.032,2014-07-07,Monday
12,PM,7th,Jul,2014,1.296,2014-07-07,Monday
01,AM,08,Jul,2014,0.538,2014-07-08,Tuesday
02,AM,08,Jul,2014,0.528,2014-07-08,Tuesday
03,AM,08th,Jul,2014,0.408,2014-07-08,Tuesday
04,AM,8th,Jul,2014,0.509,2014-07-08,Tuesday
05,AM,08,Jul,2014,2.798,2014-07-08,Tuesday
06,AM,08,Jul,2014,2.765,2014-07-08,Tuesday
07,AM,8th,Jul,2014,2.16,2014-07-08,Tuesday
08,AM,08,Jul,2014,1.037,2014-07-08,Tuesday
09,AM,08th,Jul,2014,0.864,2014-07-08,Tuesday
10,AM,08th,Jul,2014,1.066,2014-07-08,Tuesday
11,AM,08,Jul,2014,1.14,2014-07-08,Tuesday
12,AM,8th,Jul,2014,0.634,2014-07-08,Tuesday
01,PM,08,Jul,2014,0.96,2014-07-08,Tuesday
02,PM,08,Jul,2014,0.912,2014-07-08,Tuesday
03,PM,08,Jul,2014,0.97,2014-07-08,Tuesday
04,PM,08,Jul,2014,0.902,2014-07-08,Tuesday
05,PM,08,Jul,2014,3.307,2014-07-08,Tuesday
06,PM,08,Jul,2014,3.662,2014-07-08,Tuesday
07,PM,08,Jul,2014,3.586,2014-07-08,Tuesday
08,PM,08,Jul,2014,3.725,2014-07-08,Tuesday
09,PM,08,Jul,2014,1.224,2014-07-08,Tuesday
10,PM,8th,Jul,2014,1.392,2014-07-08,Tuesday
11,PM,08,Jul,2014,1.188,2014-07-08,Tuesday
12,PM,08,Jul,2014,1.116,2014-07-08,Tuesday
01,AM,09,Jul,2014,0.485,2014-07-09,Wednesday
02,AM,09,Jul,2014,0.538,2014-07-09,Wednesday
03,AM,09th,Jul,2014,0.485,2014-07-09,Wednesday
04,AM,09,Jul,2014,0.394,2014-07-09,Wednesday
05,AM,9th,Jul,2014,2.244,2014-07-09,Wednesday
06,AM,09,Jul,2014,2.563,2014-07-09,Wednesday
07,AM,09,Jul,2014,2.506,2014-07-09,Wednesday
08,AM,9th,Jul,2014,0.95,2014-07-09,Wednesday
09,AM,09,Jul,2014,0.864,2014-07-09,Wednesday
10,AM,09,Jul,2014,1.018,2014-07-09,Wednesday
11,AM,09,Jul,2014,1.14,2014-07-09,Wednesday
12,AM,9th,Jul,2014,0.72,2014-07-09,Wednesday
01,PM,9th,Jul,2014,0.893,2014-07-09,Wednesday
02,PM,09th,Jul,2014,1.152,2014-07-09,Wednesday
03,PM,09,Jul,2014,1.056,2014-07-09,Wednesday
04,PM,09,Jul,2014,0.806,2014-07-09,Wednesday
05,PM,09,Jul,2014,2.964,2014-07-09,Wednesday
06,PM,09,Jul,2014,3.058,2014-07-09,Wednesday
07,PM,9th,Jul,2014,3.715,2014-07-09,Wednesday
08,PM,9th,Jul,2014,4.531,2014-07-09,Wednesday
09,PM,09,Jul,2014,1.21,2014-07-09,Wednesday
10,PM,09th,Jul,2014,0.984,2014-07-09,Wednesday
11,PM,9th,Jul,2014,0.972,2014-07-09,Wednesday
12,PM,9th,Jul,2014,1.02,2014-07-09,Wednesday
01,AM,10,Jul,2014,0.475,2014-07-10,Thursday
02,AM,10th,Jul,2014,0.499,2014-07-10,Thursday
03,AM,10th,Jul,2014,0.528,2014-07-10,Thursday
04,AM,10,Jul,2014,0.437,2014-07-10,Thursday
05,AM,10th,Jul,2014,2.798,2014-07-10,Thursday
06,AM,10th,Jul,2014,3.11,2014-07-10,Thursday
07,AM,10th,Jul,2014,2.052,2014-07-10,Thursday
08,AM,10th,Jul,2014,0.778,2014-07-10,Thursday
09,AM,10th,Jul,2014,0.792,2014-07-10,Thursday
10,AM,10th,Jul,2014,0.797,2014-07-10,Thursday
11,AM,10th,Jul,2014,1.428,2014-07-10,Thursday
12,AM,10,Jul,2014,0.778,2014-07-10,Thursday
01,PM,10,Jul,2014,0.922,2014-07-10,Thursday
02,PM,10th,Jul,2014,0.854,2014-07-10,Thursday
03,PM,10th,Jul,2014,0.768,2014-07-10,Thursday
04,PM,10,Jul,2014,0.797,2014-07-10,Thursday
05,PM,10,Jul,2014,3.463,2014-07-10,Thursday
06,PM,10,Jul,2014,3.125,2014-07-10,Thursday
07,PM,10,Jul,2014,4.363,2014-07-10,Thursday
08,PM,10,Jul,2014,3.264,2014-07-10,Thursday
09,PM,10,Jul,2014,1.426,2014-07-10,Thursday
10,PM,10,Jul,2014,1.332,2014-07-10,Thursday
11,PM,10th,Jul,2014,1.152,2014-07-10,Thursday
12,PM,10th,Jul,2014,1.38,2014-07-10,Thursday
01,AM,11,Jul,2014,0.547,2014-07-11,Friday
02,AM,11,Jul,2014,0.442,2014-07-11,Friday
03,AM,11,Jul,2014,0.533,2014-07-11,Friday
04,AM,11,Jul,2014,0.494,2014-07-11,Friday
05,AM,11,Jul,2014,2.983,2014-07-11,Friday
06,AM,11,Jul,2014,2.851,2014-07-11,Friday
07,AM,11,Jul,2014,2.203,2014-07-11,Friday
08,AM,11th,Jul,2014,0.902,2014-07-11,Friday
09,AM,11,Jul,2014,0.742,2014-07-11,Friday
10,AM,11th,Jul,2014,0.864,2014-07-11,Friday
11,AM,11,Jul,2014,1.068,2014-07-11,Friday
12,AM,11,Jul,2014,0.684,2014-07-11,Friday
01,PM,11th,Jul,2014,0.96,2014-07-11,Friday
02,PM,11th,Jul,2014,0.883,2014-07-11,Friday
03,PM,11,Jul,2014,0.768,2014-07-11,Friday
04,PM,11th,Jul,2014,0.806,2014-07-11,Friday
05,PM,11,Jul,2014,3.713,2014-07-11,Friday
06,PM,11,Jul,2014,3.192,2014-07-11,Friday
07,PM,11th,Jul,2014,4.882,2014-07-11,Friday
08,PM,11,Jul,2014,4.301,2014-07-11,Friday
09,PM,11,Jul,2014,1.046,2014-07-11,Friday
10,PM,11th,Jul,2014,1.361,2014-07-11,Friday
11,PM,11th,Jul,2014,2.472,2014-07-11,Friday
12,PM,11,Jul,2014,0.96,2014-07-11,Friday
01,AM,12th,Jul,2014,0.864,2014-07-12,Saturday
02,AM,12th,Jul,2014,0.706,2014-07-12,Saturday
03,AM,12th,Jul,2014,0.842,2014-07-12,Saturday
04,AM,12th,Jul,2014,0.655,2014-07-12,Saturday
05,AM,12th,Jul,2014,0.749,2014-07-12,Saturday
06,AM,12th,Jul,2014,2.15,2014-07-12,Saturday
07,AM,12th,Jul,2014,3.168,2014-07-12,Saturday
08,AM,12,Jul,2014,3.494,2014-07-12,Saturday
09,AM,12,Jul,2014,2.203,2014-07-12,Saturday
10,AM,12,Jul,2014,1.512,2014-07-12,Saturday
11,AM,12,Jul,2014,1.411,2014-07-12,Saturday
12,AM,12,Jul,2014,1.555,2014-07-12,Saturday
01,PM,12th,Jul,2014,1.325,2014-07-12,Saturday
02,PM,12,Jul,2014,1.594,2014-07-12,Saturday
03,PM,12th,Jul,2014,2.441,2014-07-12,Saturday
04,PM,12th,Jul,2014,2.333,2014-07-12,Saturday
05,PM,12th,Jul,2014,2.117,2014-07-12,Saturday
06,PM,12,Jul,2014,4.32,2014-07-12,Saturday
07,PM,12,Jul,2014,4.752,2014-07-12,Saturday
08,PM,12th,Jul,2014,3.715,2014-07-12,Saturday
09,PM,12th,Jul,2014,0.883,2014-07-12,Saturday
10,PM,12th,Jul,2014,1.114,2014-07-12,Saturday
11,PM,12th,Jul,2014,2.208,2014-07-12,Saturday
12,PM,12,Jul,2014,1.339,2014-07-12,Saturday
01,AM,13th,Jul,2014,0.806,2014-07-13,Sunday
02,AM,13,Jul,2014,0.583,2014-07-13,Sunday
03,AM,13,Jul,2014,0.727,2014-07-13,Sunday
04,AM,13th,Jul,2014,0.626,2014-07-13,Sunday
05,AM,13th,Jul,2014,0.598,2014-07-13,Sunday
06,AM,13th,Jul,2014,1.747,2014-07-13,Sunday
07,AM,13,Jul,2014,2.707,2014-07-13,Sunday
08,AM,13th,Jul,2014,2.839,2014-07-13,Sunday
09,AM,13th,Jul,2014,2.052,2014-07-13,Sunday
10,AM,13,Jul,2014,1.31,2014-07-13,Sunday
11,AM,13,Jul,2014,1.728,2014-07-13,Sunday
12,AM,13,Jul,2014,2.227,2014-07-13,Sunday
01,PM,13th,Jul,2014,1.339,2014-07-13,Sunday
02,PM,13th,Jul,2014,1.92,2014-07-13,Sunday
03,PM,13th,Jul,2014,1.728,2014-07-13,Sunday
04,PM,13,Jul,2014,2.03,2014-07-13,Sunday
05,PM,13th,Jul,2014,1.901,2014-07-13,Sunday
06,PM,13th,Jul,2014,4.838,2014-07-13,Sunday
07,PM,13th,Jul,2014,4.925,2014-07-13,Sunday
08,PM,13,Jul,2014,4.147,2014-07-13,Sunday
09,PM,13,Jul,2014,1.152,2014-07-13,Sunday
10,PM,13th,Jul,2014,0.996,2014-07-13,Sunday
11,PM,13,Jul,2014,1.296,2014-07-13,Sunday
12,PM,13th,Jul,2014,1.44,2014-07-13,Sunday
01,AM,14th,Jul,2014,0.576,2014-07-14,Monday
02,AM,14,Jul,2014,0.432,2014-07-14,Monday
03,AM,14th,Jul,2014,0.466,2014-07-14,Monday
04,AM,14th,Jul,2014,0.552,2014-07-14,Monday
05,AM,14th,Jul,2014,3.168,2014-07-14,Monday
06,AM,14th,Jul,2014,3.168,2014-07-14,Monday
07,AM,14th,Jul,2014,2.074,2014-07-14,Monday
08,AM,14th,Jul,2014,0.95,2014-07-14,Monday
09,AM,14,Jul,2014,0.85,2014-07-14,Monday
10,AM,14th,Jul,2014,0.778,2014-07-14,Monday
11,AM,14,Jul,2014,1.128,2014-07-14,Monday
12,AM,14th,Jul,2014,0.749,2014-07-14,Monday
01,PM,14th,Jul,2014,0.998,2014-07-14,Monday
02,PM,14,Jul,2014,0.931,2014-07-14,Monday
03,PM,14th,Jul,2014,0.95,2014-07-14,Monday
04,PM,14th,Jul,2014,0.95,2014-07-14,Monday
05,PM,14th,Jul,2014,3.526,2014-07-14,Monday
06,PM,14,Jul,2014,3.192,2014-07-14,Monday
07,PM,14th,Jul,2014,4.406,2014-07-14,Monday
08,PM,14th,Jul,2014,3.456,2014-07-14,Monday
09,PM,14,Jul,2014,1.454,2014-07-14,Monday
10,PM,14th,Jul,2014,0.996,2014-07-14,Monday
11,PM,14th,Jul,2014,0.972,2014-07-14,Monday
12,PM,14,Jul,2014,1.32,2014-07-14,Monday
01,AM,15th,Jul,2014,0.475,2014-07-15,Tuesday
02,AM,15th,Jul,2014,0.456,2014-07-15,Tuesday
03,AM,15th,Jul,2014,0.384,2014-07-15,Tuesday
04,AM,15,Jul,2014,0.418,2014-07-15,Tuesday
05,AM,15th,Jul,2014,2.534,2014-07-15,Tuesday
06,AM,15th,Jul,2014,3.283,2014-07-15,Tuesday
07,AM,15th,Jul,2014,2.592,2014-07-15,Tuesday
08,AM,15th,Jul,2014,0.835,2014-07-15,Tuesday
09,AM,15th,Jul,2014,0.59,2014-07-15,Tuesday
10,AM,15th,Jul,2014,1.008,2014-07-15,Tuesday
11,AM,15th,Jul,2014,1.32,2014-07-15,Tuesday
12,AM,15,Jul,2014,0.785,2014-07-15,Tuesday
01,PM,15th,Jul,2014,0.941,2014-07-15,Tuesday
02,PM,15th,Jul,2014,1.114,2014-07-15,Tuesday
03,PM,15,Jul,2014,1.066,2014-07-15,Tuesday
04,PM,15,Jul,2014,0.912,2014-07-15,Tuesday
05,PM,15th,Jul,2014,2.496,2014-07-15,Tuesday
06,PM,15,Jul,2014,3.73,2014-07-15,Tuesday
07,PM,15,Jul,2014,4.277,2014-07-15,Tuesday
08,PM,15th,Jul,2014,3.456,2014-07-15,Tuesday
09,PM,15,Jul,2014,1.67,2014-07-15,Tuesday
10,PM,15th,Jul,2014,1.272,2014-07-15,Tuesday
11,PM,15,Jul,2014,0.96,2014-07-15,Tuesday
12,PM,15th,Jul,2014,1.14,2014-07-15,Tuesday
01,AM,16th,Jul,2014,0.456,2014-07-16,Wednesday
